Make,Model,Year,Engine_HP,Engine_Cylinders,Transmission_Type,Driven_Wheels,Number_of_Doors,Market_Category,Vehicle_Size,Vehicle_Style,highway_MPG,city_mpg,Popularity,MSRP,Fuel_Type,price_category,avg_mpg
Dodge,Challenger,2015,305.0,6.0,AUTOMATIC,RWD,2.0,Performance,Large,Coupe,30,19,1851,26995,petrol,Medium,24.5
Dodge,Challenger,2016,375.0,8.0,MANUAL,RWD,2.0,High-Performance,Large,Coupe,23,15,1851,31995,petrol,Medium,19.0
Dodge,Challenger,2016,485.0,8.0,MANUAL,RWD,2.0,High-Performance,Large,Coupe,23,14,1851,49195,petrol,Medium,18.5
Dodge,Challenger,2016,305.0,6.0,AUTOMATIC,RWD,2.0,Performance,Large,Coupe,30,19,1851,29995,petrol,Medium,24.5
Dodge,Challenger,2016,485.0,8.0,MANUAL,RWD,2.0,High-Performance,Large,Coupe,23,14,1851,37995,petrol,Medium,18.5
Dodge,Challenger,2016,375.0,8.0,MANUAL,RWD,2.0,High-Performance,Large,Coupe,23,15,1851,34995,petrol,Medium,19.0
Dodge,Challenger,2016,375.0,8.0,MANUAL,RWD,2.0,High-Performance,Large,Coupe,23,15,1851,38995,petrol,Medium,19.0
Dodge,Challenger,2016,305.0,6.0,AUTOMATIC,RWD,2.0,Performance,Large,Coupe,30,19,1851,26995,petrol,Medium,24.5
Dodge,Challenger,2016,707.0,8.0,AUTOMATIC,RWD,2.0,High-Performance,Large,Coupe,21,13,1851,65945,petrol,High,17.0
Dodge,Challenger,2016,485.0,8.0,MANUAL,RWD,2.0,High-Performance,Large,Coupe,23,14,1851,42795,petrol,Medium,18.5
Dodge,Challenger,2016,375.0,8.0,MANUAL,RWD,2.0,High-Performance,Large,Coupe,23,15,1851,35995,petrol,Medium,19.0
Dodge,Challenger,2017,375.0,8.0,MANUAL,RWD,2.0,High-Performance,Large,Coupe,23,15,1851,35890,petrol,Medium,19.0
Dodge,Challenger,2017,485.0,8.0,MANUAL,RWD,2.0,High-Performance,Large,Coupe,23,14,1851,37995,petrol,Medium,18.5
Dodge,Challenger,2017,485.0,8.0,MANUAL,RWD,2.0,High-Performance,Large,Coupe,23,14,1851,49195,petrol,Medium,18.5
Dodge,Challenger,2017,375.0,8.0,MANUAL,RWD,2.0,High-Performance,Large,Coupe,23,15,1851,36890,petrol,Medium,19.0
Dodge,Challenger,2017,707.0,8.0,MANUAL,RWD,2.0,High-Performance,Large,Coupe,21,13,1851,62495,petrol,High,17.0
Dodge,Challenger,2017,375.0,8.0,MANUAL,RWD,2.0,High-Performance,Large,Coupe,23,15,1851,32890,petrol,Medium,19.0
Dodge,Challenger,2017,305.0,6.0,AUTOMATIC,RWD,2.0,Performance,Large,Coupe,30,19,1851,26995,petrol,Medium,24.5
Dodge,Challenger,2017,375.0,8.0,MANUAL,RWD,2.0,High-Performance,Large,Coupe,23,15,1851,39890,petrol,Medium,19.0
Dodge,Challenger,2017,485.0,8.0,MANUAL,RWD,2.0,High-Performance,Large,Coupe,23,14,1851,42795,petrol,Medium,18.5
Dodge,Challenger,2017,305.0,6.0,AUTOMATIC,RWD,2.0,Performance,Large,Coupe,30,19,1851,29995,petrol,Medium,24.5
Dodge,Challenger,2017,485.0,8.0,MANUAL,RWD,2.0,High-Performance,Large,Coupe,23,14,1851,43995,petrol,Medium,18.5
Dodge,Challenger,2017,375.0,8.0,MANUAL,RWD,2.0,High-Performance,Large,Coupe,23,15,1851,37390,petrol,Medium,19.0
Dodge,Challenger,2017,375.0,8.0,MANUAL,RWD,2.0,High-Performance,Large,Coupe,23,15,1851,40140,petrol,Medium,19.0
Dodge,Charger,2015,485.0,8.0,AUTOMATIC,RWD,4.0,High-Performance,Large,Sedan,25,15,1851,47995,petrol,Medium,20.0
Dodge,Charger,2015,485.0,8.0,AUTOMATIC,RWD,4.0,High-Performance,Large,Sedan,25,15,1851,39995,petrol,Medium,20.0
Dodge,Charger,2015,707.0,8.0,AUTOMATIC,RWD,4.0,High-Performance,Large,Sedan,22,13,1851,62295,petrol,High,17.5
Dodge,Charger,2015,370.0,8.0,AUTOMATIC,RWD,4.0,High-Performance,Large,Sedan,25,16,1851,33595,petrol,Medium,20.5
Dodge,Charger,2015,292.0,6.0,AUTOMATIC,RWD,4.0,Crossover,Large,Sedan,31,19,1851,27995,petrol,Medium,25.0
Dodge,Charger,2015,370.0,8.0,AUTOMATIC,RWD,4.0,High-Performance,Large,Sedan,25,16,1851,36595,petrol,Medium,20.5
Dodge,Charger,2015,292.0,6.0,AUTOMATIC,AWD,4.0,Crossover,Large,Sedan,27,18,1851,32995,petrol,Medium,22.5
Dodge,Charger,2015,292.0,6.0,AUTOMATIC,AWD,4.0,Crossover,Large,Sedan,27,18,1851,30995,petrol,Medium,22.5
Dodge,Charger,2015,292.0,6.0,AUTOMATIC,RWD,4.0,Crossover,Large,Sedan,31,19,1851,29995,petrol,Medium,25.0
Dodge,Charger,2016,292.0,6.0,AUTOMATIC,RWD,4.0,Crossover,Large,Sedan,31,19,1851,27995,petrol,Medium,25.0
Dodge,Charger,2016,707.0,8.0,AUTOMATIC,RWD,4.0,High-Performance,Large,Sedan,22,13,1851,65945,petrol,High,17.5
Dodge,Charger,2016,292.0,6.0,AUTOMATIC,RWD,4.0,Performance,Large,Sedan,31,19,1851,29995,petrol,Medium,25.0
Dodge,Charger,2016,485.0,8.0,AUTOMATIC,RWD,4.0,High-Performance,Large,Sedan,25,15,1851,39995,petrol,Medium,20.0
Dodge,Charger,2016,485.0,8.0,AUTOMATIC,RWD,4.0,High-Performance,Large,Sedan,25,15,1851,50995,petrol,High,20.0
Dodge,Charger,2016,370.0,8.0,AUTOMATIC,RWD,4.0,High-Performance,Large,Sedan,25,16,1851,36895,petrol,Medium,20.5
Dodge,Charger,2016,292.0,6.0,AUTOMATIC,AWD,4.0,Crossover,Large,Sedan,31,19,1851,31995,petrol,Medium,25.0
Dodge,Charger,2016,370.0,8.0,AUTOMATIC,RWD,4.0,High-Performance,Large,Sedan,25,16,1851,33895,petrol,Medium,20.5
Dodge,Charger,2016,292.0,6.0,AUTOMATIC,AWD,4.0,Crossover,Large,Sedan,31,19,1851,30245,petrol,Medium,25.0
Dodge,Charger,2017,292.0,6.0,AUTOMATIC,RWD,4.0,Crossover,Large,Sedan,30,19,1851,27995,petrol,Medium,24.5
Dodge,Charger,2017,370.0,8.0,AUTOMATIC,RWD,4.0,High-Performance,Large,Sedan,25,16,1851,34790,petrol,Medium,20.5
Dodge,Charger,2017,485.0,8.0,AUTOMATIC,RWD,4.0,High-Performance,Large,Sedan,25,15,1851,51145,petrol,High,20.0
Dodge,Charger,2017,707.0,8.0,AUTOMATIC,RWD,4.0,High-Performance,Large,Sedan,22,13,1851,65945,petrol,High,17.5
Dodge,Charger,2017,292.0,6.0,AUTOMATIC,AWD,4.0,Crossover,Large,Sedan,27,18,1851,30245,petrol,Medium,22.5
Dodge,Charger,2017,292.0,6.0,AUTOMATIC,RWD,4.0,Performance,Large,Sedan,30,19,1851,29995,petrol,Medium,24.5
Dodge,Charger,2017,370.0,8.0,AUTOMATIC,RWD,4.0,High-Performance,Large,Sedan,25,16,1851,39890,petrol,Medium,20.5
Dodge,Charger,2017,485.0,8.0,AUTOMATIC,RWD,4.0,High-Performance,Large,Sedan,25,15,1851,44995,petrol,Medium,20.0
Dodge,Charger,2017,292.0,6.0,AUTOMATIC,AWD,4.0,Crossover,Large,Sedan,27,18,1851,31995,petrol,Medium,22.5
Dodge,Charger,2017,485.0,8.0,AUTOMATIC,RWD,4.0,High-Performance,Large,Sedan,25,15,1851,39995,petrol,Medium,20.0
Chevrolet,Chevy Van,1996,195.0,6.0,AUTOMATIC,RWD,3.0,Crossover,Midsize,Van,17,14,1385,2000,petrol,Low,15.5
Chevrolet,Chevy Van,1996,195.0,6.0,AUTOMATIC,RWD,3.0,Crossover,Large,Van,17,14,1385,2000,petrol,Low,15.5
Chevrolet,Chevy Van,1997,200.0,6.0,AUTOMATIC,RWD,3.0,Crossover,Large,Van,17,14,1385,2000,petrol,Low,15.5
Chevrolet,Chevy Van,1997,200.0,6.0,AUTOMATIC,RWD,3.0,Crossover,Midsize,Van,17,14,1385,2000,petrol,Low,15.5
Chevrolet,Chevy Van,1998,200.0,6.0,AUTOMATIC,RWD,3.0,Crossover,Midsize,Van,18,13,1385,2050,petrol,Low,15.5
Chevrolet,Chevy Van,1998,200.0,6.0,AUTOMATIC,RWD,3.0,Crossover,Midsize,Van,18,13,1385,2052,petrol,Low,15.5
Chevrolet,Chevy Van,1998,200.0,6.0,AUTOMATIC,RWD,3.0,Crossover,Large,Van,18,13,1385,2116,petrol,Low,15.5
Oldsmobile,Ciera,1995,160.0,6.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Wagon,26,17,26,2000,petrol,Low,21.5
Oldsmobile,Ciera,1996,120.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,29,21,26,2000,petrol,Low,25.0
Oldsmobile,Ciera,1996,160.0,6.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Wagon,26,18,26,2000,petrol,Low,22.0
Chrysler,Cirrus,1998,168.0,6.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,25,17,1013,2107,petrol,Low,21.0
Chrysler,Cirrus,1999,168.0,6.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,25,17,1013,2202,petrol,Low,21.0
Chrysler,Cirrus,2000,168.0,6.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,24,16,1013,2373,petrol,Low,20.0
Chevrolet,City Express,2015,131.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Compact,Van,26,24,1385,23515,petrol,Medium,25.0
Chevrolet,City Express,2015,131.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Compact,Van,26,24,1385,21955,petrol,Medium,25.0
Chevrolet,City Express,2016,131.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Compact,Van,26,24,1385,23515,petrol,Medium,25.0
Chevrolet,City Express,2016,131.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Compact,Van,26,24,1385,21955,petrol,Medium,25.0
Chevrolet,City Express,2017,131.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Compact,Van,26,24,1385,22405,petrol,Medium,25.0
Chevrolet,City Express,2017,131.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Compact,Van,26,24,1385,23515,petrol,Medium,25.0
Honda,Civic CRX,1990,62.0,4.0,MANUAL,FWD,2.0,Hatchback,Compact,Hatchback,44,36,2202,2000,petrol,Low,40.0
Honda,Civic CRX,1990,108.0,4.0,MANUAL,FWD,2.0,Hatchback,Compact,Hatchback,30,24,2202,2000,petrol,Low,27.0
Honda,Civic CRX,1990,92.0,4.0,MANUAL,FWD,2.0,Hatchback,Compact,Hatchback,32,27,2202,2000,petrol,Low,29.5
Honda,Civic CRX,1991,108.0,4.0,MANUAL,FWD,2.0,Hatchback,Compact,Hatchback,30,24,2202,2000,petrol,Low,27.0
Honda,Civic CRX,1991,92.0,4.0,MANUAL,FWD,2.0,Hatchback,Compact,Hatchback,33,27,2202,2000,petrol,Low,30.0
Honda,Civic CRX,1991,62.0,4.0,MANUAL,FWD,2.0,Hatchback,Compact,Hatchback,44,36,2202,2000,petrol,Low,40.0
Honda,Civic del Sol,1995,102.0,4.0,MANUAL,FWD,2.0,Crossover,Compact,Coupe,37,30,2202,2000,petrol,Low,33.5
Honda,Civic del Sol,1995,125.0,4.0,MANUAL,FWD,2.0,Crossover,Compact,Coupe,32,25,2202,2000,petrol,Low,28.5
Honda,Civic del Sol,1995,160.0,4.0,MANUAL,FWD,2.0,Performance,Compact,Coupe,27,23,2202,2033,petrol,Low,25.0
Honda,Civic del Sol,1996,106.0,4.0,MANUAL,FWD,2.0,Crossover,Compact,Coupe,35,29,2202,2000,petrol,Low,32.0
Honda,Civic del Sol,1996,160.0,4.0,MANUAL,FWD,2.0,Performance,Compact,Coupe,27,23,2202,2213,petrol,Low,25.0
Honda,Civic del Sol,1996,125.0,4.0,MANUAL,FWD,2.0,Crossover,Compact,Coupe,33,26,2202,2108,petrol,Low,29.5
Honda,Civic del Sol,1997,160.0,4.0,MANUAL,FWD,2.0,Performance,Compact,Coupe,27,23,2202,2410,petrol,Low,25.0
Honda,Civic del Sol,1997,106.0,4.0,MANUAL,FWD,2.0,Crossover,Compact,Coupe,35,28,2202,2142,petrol,Low,31.5
Honda,Civic del Sol,1997,127.0,4.0,MANUAL,FWD,2.0,Crossover,Compact,Coupe,33,26,2202,2322,petrol,Low,29.5
Honda,Civic,2015,143.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Compact,Sedan,39,30,2202,24340,petrol,Medium,34.5
Honda,Civic,2015,143.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Compact,Sedan,41,31,2202,20040,petrol,Medium,36.0
Honda,Civic,2015,143.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Compact,Sedan,39,30,2202,19990,petrol,Low,34.5
Honda,Civic,2015,205.0,4.0,MANUAL,FWD,4.0,Performance,Compact,Sedan,31,22,2202,24590,petrol,Medium,26.5
Honda,Civic,2015,110.0,4.0,AUTOMATIC,FWD,4.0,Hybrid,Compact,Sedan,47,44,2202,27435,petrol,Medium,45.5
Honda,Civic,2015,205.0,4.0,MANUAL,FWD,2.0,Performance,Compact,Coupe,31,22,2202,23090,petrol,Medium,26.5
Honda,Civic,2015,143.0,4.0,MANUAL,FWD,2.0,Crossover,Compact,Coupe,36,28,2202,20390,petrol,Medium,32.0
Honda,Civic,2015,205.0,4.0,MANUAL,FWD,2.0,Performance,Compact,Coupe,31,22,2202,22890,petrol,Medium,26.5
Honda,Civic,2015,143.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Compact,Sedan,39,30,2202,21190,petrol,Medium,34.5
Honda,Civic,2015,110.0,4.0,AUTOMATIC,FWD,4.0,Hybrid,Compact,Sedan,47,44,2202,25935,petrol,Medium,45.5
Honda,Civic,2015,205.0,4.0,MANUAL,FWD,2.0,Performance,Compact,Coupe,31,22,2202,24390,petrol,Medium,26.5
Honda,Civic,2015,143.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Compact,Sedan,39,30,2202,22840,petrol,Medium,34.5
Honda,Civic,2015,205.0,4.0,MANUAL,FWD,4.0,Performance,Compact,Sedan,31,22,2202,23290,petrol,Medium,26.5
Honda,Civic,2015,110.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Compact,Sedan,38,27,2202,26740,natural_gas,Medium,32.5
Honda,Civic,2015,110.0,4.0,AUTOMATIC,FWD,4.0,Hybrid,Compact,Sedan,47,44,2202,26235,petrol,Medium,45.5
Honda,Civic,2015,110.0,4.0,AUTOMATIC,FWD,4.0,Hybrid,Compact,Sedan,47,44,2202,24735,petrol,Medium,45.5
Honda,Civic,2015,143.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Compact,Sedan,39,30,2202,19290,petrol,Low,34.5
Honda,Civic,2015,143.0,4.0,AUTOMATIC,FWD,2.0,Crossover,Compact,Coupe,38,29,2202,21190,petrol,Medium,33.5
Honda,Civic,2015,143.0,4.0,AUTOMATIC,FWD,2.0,Crossover,Compact,Coupe,38,29,2202,24140,petrol,Medium,33.5
Honda,Civic,2015,143.0,4.0,MANUAL,FWD,2.0,Crossover,Compact,Coupe,36,28,2202,18290,petrol,Low,32.0
Honda,Civic,2015,143.0,4.0,MANUAL,FWD,4.0,Crossover,Compact,Sedan,36,28,2202,18490,petrol,Low,32.0
Honda,Civic,2015,205.0,4.0,MANUAL,FWD,2.0,Performance,Compact,Coupe,31,22,2202,24590,petrol,Medium,26.5
Honda,Civic,2015,110.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Compact,Sedan,38,27,2202,29390,natural_gas,Medium,32.5
Honda,Civic,2015,143.0,4.0,AUTOMATIC,FWD,2.0,Crossover,Compact,Coupe,38,29,2202,22640,petrol,Medium,33.5
Honda,Civic,2015,205.0,4.0,MANUAL,FWD,4.0,Performance,Compact,Sedan,31,22,2202,23090,petrol,Medium,26.5
Honda,Civic,2015,143.0,4.0,AUTOMATIC,FWD,2.0,Crossover,Compact,Coupe,39,30,2202,19090,petrol,Low,34.5
Honda,Civic,2016,174.0,4.0,AUTOMATIC,FWD,2.0,Crossover,Compact,Coupe,41,31,2202,26125,petrol,Medium,36.0
Honda,Civic,2016,174.0,4.0,AUTOMATIC,FWD,2.0,Crossover,Compact,Coupe,41,31,2202,23425,petrol,Medium,36.0
Honda,Civic,2016,174.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,42,31,2202,26500,petrol,Medium,36.5
Honda,Civic,2016,174.0,4.0,AUTOMATIC,FWD,2.0,Crossover,Compact,Coupe,41,31,2202,22300,petrol,Medium,36.0
Honda,Civic,2016,158.0,4.0,MANUAL,FWD,4.0,Crossover,Midsize,Sedan,40,27,2202,18640,petrol,Low,33.5
Honda,Civic,2016,158.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,41,31,2202,22040,petrol,Medium,36.0
Honda,Civic,2016,174.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,42,31,2202,22200,petrol,Medium,36.5
Honda,Civic,2016,158.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,41,31,2202,21040,petrol,Medium,36.0
Honda,Civic,2016,158.0,4.0,AUTOMATIC,FWD,2.0,Crossover,Compact,Coupe,41,30,2202,20850,petrol,Medium,35.5
Honda,Civic,2016,174.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,42,31,2202,24700,petrol,Medium,36.5
Honda,Civic,2016,158.0,4.0,MANUAL,FWD,2.0,Crossover,Compact,Coupe,38,26,2202,19050,petrol,Low,32.0
Honda,Civic,2016,158.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,41,31,2202,19440,petrol,Low,36.0
Honda,Civic,2016,174.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,42,31,2202,23700,petrol,Medium,36.5
Honda,Civic,2016,174.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,42,31,2202,23200,petrol,Medium,36.5
Honda,Civic,2016,158.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,41,31,2202,20440,petrol,Medium,36.0
Honda,Civic,2016,158.0,4.0,AUTOMATIC,FWD,2.0,Crossover,Compact,Coupe,41,30,2202,19850,petrol,Low,35.5
Honda,Civic,2017,174.0,4.0,MANUAL,FWD,4.0,Hatchback,Compact,Hatchback,39,30,2202,19700,petrol,Low,34.5
Honda,Civic,2017,180.0,4.0,MANUAL,FWD,4.0,Performance,Compact,Hatchback,39,30,2202,21300,petrol,Medium,34.5
Honda,Civic,2017,174.0,4.0,AUTOMATIC,FWD,4.0,Performance,Compact,Hatchback,40,31,2202,25300,petrol,Medium,35.5
Honda,Civic,2017,174.0,4.0,AUTOMATIC,FWD,4.0,Performance,Compact,Hatchback,40,31,2202,22800,petrol,Medium,35.5
Honda,Civic,2017,174.0,4.0,AUTOMATIC,FWD,4.0,Hatchback,Compact,Hatchback,40,31,2202,20500,petrol,Medium,35.5
Honda,Civic,2017,180.0,4.0,AUTOMATIC,FWD,4.0,Performance,Compact,Hatchback,36,30,2202,22100,petrol,Medium,33.0
Honda,Civic,2017,174.0,4.0,AUTOMATIC,FWD,4.0,Performance,Midsize,Sedan,42,32,2202,26600,petrol,Medium,37.0
Honda,Civic,2017,174.0,4.0,AUTOMATIC,FWD,2.0,Performance,Compact,Coupe,40,31,2202,26225,petrol,Medium,35.5
Honda,Civic,2017,174.0,4.0,AUTOMATIC,FWD,4.0,Performance,Midsize,Sedan,42,32,2202,22300,petrol,Medium,37.0
Honda,Civic,2017,174.0,4.0,AUTOMATIC,FWD,2.0,Performance,Compact,Coupe,40,31,2202,23525,petrol,Medium,35.5
Honda,Civic,2017,174.0,4.0,AUTOMATIC,FWD,4.0,Performance,Midsize,Sedan,42,32,2202,23800,petrol,Medium,37.0
Honda,Civic,2017,174.0,4.0,MANUAL,FWD,4.0,Performance,Midsize,Sedan,42,31,2202,21500,petrol,Medium,36.5
Honda,Civic,2017,158.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,40,31,2202,20540,petrol,Medium,35.5
Honda,Civic,2017,158.0,4.0,MANUAL,FWD,4.0,Crossover,Midsize,Sedan,40,28,2202,18740,petrol,Low,34.0
Honda,Civic,2017,158.0,4.0,AUTOMATIC,FWD,2.0,Crossover,Compact,Coupe,39,30,2202,20950,petrol,Medium,34.5
Honda,Civic,2017,174.0,4.0,AUTOMATIC,FWD,2.0,Performance,Compact,Coupe,40,31,2202,22400,petrol,Medium,35.5
Honda,Civic,2017,174.0,4.0,AUTOMATIC,FWD,4.0,Performance,Midsize,Sedan,42,32,2202,23300,petrol,Medium,37.0
Honda,Civic,2017,174.0,4.0,AUTOMATIC,FWD,4.0,Performance,Midsize,Sedan,42,32,2202,24800,petrol,Medium,37.0
Honda,Civic,2017,158.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,40,31,2202,19540,petrol,Low,35.5
Honda,Civic,2017,158.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,40,31,2202,21140,petrol,Medium,35.5
Honda,Civic,2017,158.0,4.0,MANUAL,FWD,2.0,Crossover,Compact,Coupe,39,28,2202,19150,petrol,Low,33.5
Honda,Civic,2017,158.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,40,31,2202,22140,petrol,Medium,35.5
Honda,Civic,2017,158.0,4.0,AUTOMATIC,FWD,2.0,Crossover,Compact,Coupe,39,30,2202,19950,petrol,Low,34.5
Honda,Civic,2017,174.0,4.0,MANUAL,FWD,2.0,Performance,Compact,Coupe,41,30,2202,21600,petrol,Medium,35.5
Chevrolet,C/K 1500 Series,1997,200.0,6.0,MANUAL,4WD,2.0,Crossover,Large,Pickup,18,14,1385,2949,petrol,Low,16.0
Chevrolet,C/K 1500 Series,1997,200.0,6.0,MANUAL,4WD,2.0,Crossover,Large,Pickup,18,14,1385,2992,petrol,Low,16.0
Chevrolet,C/K 1500 Series,1997,200.0,6.0,MANUAL,RWD,2.0,Crossover,Large,Pickup,20,15,1385,2529,petrol,Low,17.5
Chevrolet,C/K 1500 Series,1997,200.0,6.0,MANUAL,4WD,2.0,Crossover,Large,Pickup,18,14,1385,2580,petrol,Low,16.0
Chevrolet,C/K 1500 Series,1997,230.0,8.0,MANUAL,RWD,2.0,Crossover,Large,Pickup,19,14,1385,2668,petrol,Low,16.5
Chevrolet,C/K 1500 Series,1997,200.0,6.0,MANUAL,4WD,2.0,Crossover,Large,Pickup,18,14,1385,2583,petrol,Low,16.0
Chevrolet,C/K 1500 Series,1997,200.0,6.0,MANUAL,RWD,2.0,Crossover,Large,Pickup,20,15,1385,2637,petrol,Low,17.5
Chevrolet,C/K 1500 Series,1997,200.0,6.0,MANUAL,RWD,2.0,Crossover,Large,Pickup,20,15,1385,2517,petrol,Low,17.5
Chevrolet,C/K 1500 Series,1997,230.0,8.0,MANUAL,4WD,2.0,Crossover,Large,Pickup,17,11,1385,3046,petrol,Low,14.0
Chevrolet,C/K 1500 Series,1997,200.0,6.0,MANUAL,RWD,2.0,Crossover,Large,Pickup,20,15,1385,2265,petrol,Low,17.5
Chevrolet,C/K 1500 Series,1997,200.0,6.0,MANUAL,4WD,2.0,Crossover,Large,Pickup,18,14,1385,3046,petrol,Low,16.0
Chevrolet,C/K 1500 Series,1997,200.0,6.0,MANUAL,RWD,2.0,Crossover,Large,Pickup,20,15,1385,2896,petrol,Low,17.5
Chevrolet,C/K 1500 Series,1997,230.0,8.0,MANUAL,RWD,2.0,Crossover,Large,Pickup,19,14,1385,2891,petrol,Low,16.5
Chevrolet,C/K 1500 Series,1997,200.0,6.0,MANUAL,RWD,2.0,Crossover,Large,Pickup,20,15,1385,2713,petrol,Low,17.5
Chevrolet,C/K 1500 Series,1997,230.0,8.0,MANUAL,4WD,2.0,Crossover,Large,Pickup,17,11,1385,3120,petrol,Low,14.0
Chevrolet,C/K 1500 Series,1997,200.0,6.0,MANUAL,4WD,2.0,Crossover,Large,Pickup,18,14,1385,2653,petrol,Low,16.0
Chevrolet,C/K 1500 Series,1997,200.0,6.0,MANUAL,4WD,2.0,Crossover,Large,Pickup,18,14,1385,2541,petrol,Low,16.0
Chevrolet,C/K 1500 Series,1997,200.0,6.0,MANUAL,RWD,2.0,Crossover,Large,Pickup,20,15,1385,2486,petrol,Low,17.5
Chevrolet,C/K 1500 Series,1997,200.0,6.0,MANUAL,RWD,2.0,Crossover,Large,Pickup,20,15,1385,2268,petrol,Low,17.5
Chevrolet,C/K 1500 Series,1997,200.0,6.0,MANUAL,RWD,2.0,Crossover,Large,Pickup,20,15,1385,2207,petrol,Low,17.5
Chevrolet,C/K 1500 Series,1997,200.0,6.0,MANUAL,4WD,2.0,Crossover,Large,Pickup,18,14,1385,2925,petrol,Low,16.0
Chevrolet,C/K 1500 Series,1997,200.0,6.0,MANUAL,RWD,2.0,Crossover,Large,Pickup,20,15,1385,2242,petrol,Low,17.5
Chevrolet,C/K 1500 Series,1997,200.0,6.0,MANUAL,RWD,2.0,Crossover,Large,Pickup,20,15,1385,2554,petrol,Low,17.5
Chevrolet,C/K 1500 Series,1997,200.0,6.0,MANUAL,4WD,2.0,Crossover,Large,Pickup,18,14,1385,3088,petrol,Low,16.0
Chevrolet,C/K 1500 Series,1997,200.0,6.0,MANUAL,4WD,2.0,Crossover,Large,Pickup,18,14,1385,2749,petrol,Low,16.0
Chevrolet,C/K 1500 Series,1997,200.0,6.0,MANUAL,4WD,2.0,Crossover,Large,Pickup,18,14,1385,3220,petrol,Low,16.0
Chevrolet,C/K 1500 Series,1997,200.0,6.0,MANUAL,4WD,2.0,Crossover,Large,Pickup,18,14,1385,2996,petrol,Low,16.0
Chevrolet,C/K 1500 Series,1997,200.0,6.0,MANUAL,RWD,2.0,Crossover,Large,Pickup,20,15,1385,2366,petrol,Low,17.5
Chevrolet,C/K 1500 Series,1998,200.0,6.0,MANUAL,4WD,2.0,Crossover,Large,Pickup,19,14,1385,3265,petrol,Low,16.5
Chevrolet,C/K 1500 Series,1998,230.0,8.0,MANUAL,4WD,2.0,Crossover,Large,Pickup,17,12,1385,3676,petrol,Low,14.5
Chevrolet,C/K 1500 Series,1998,200.0,6.0,MANUAL,4WD,2.0,Crossover,Large,Pickup,19,14,1385,3427,petrol,Low,16.5
Chevrolet,C/K 1500 Series,1998,230.0,8.0,MANUAL,4WD,2.0,Crossover,Large,Pickup,17,12,1385,3470,petrol,Low,14.5
Chevrolet,C/K 1500 Series,1998,200.0,6.0,MANUAL,RWD,2.0,Crossover,Large,Pickup,21,16,1385,2898,petrol,Low,18.5
Chevrolet,C/K 1500 Series,1998,200.0,6.0,MANUAL,4WD,2.0,Crossover,Large,Pickup,19,14,1385,2920,petrol,Low,16.5
Chevrolet,C/K 1500 Series,1998,200.0,6.0,MANUAL,RWD,2.0,Crossover,Large,Pickup,21,16,1385,2580,petrol,Low,18.5
Chevrolet,C/K 1500 Series,1998,230.0,8.0,MANUAL,RWD,2.0,Crossover,Large,Pickup,18,13,1385,3357,petrol,Low,15.5
Chevrolet,C/K 1500 Series,1998,200.0,6.0,MANUAL,RWD,2.0,Crossover,Large,Pickup,21,16,1385,2996,petrol,Low,18.5
Chevrolet,C/K 1500 Series,1998,200.0,6.0,MANUAL,4WD,2.0,Crossover,Large,Pickup,19,14,1385,2883,petrol,Low,16.5
